,src_drug,tar_drug,label
34144,DB01104,DB09054,46
34145,DB00296,DB00246,46
34146,DB00991,DB00468,46
34147,DB01396,DB00661,46
34148,DB00349,DB09198,46
34149,DB01177,DB00257,46
34150,DB00678,DB04794,46
34151,DB01183,DB09054,46
34152,DB01628,DB00268,46
34153,DB01244,DB00289,46
34154,DB00784,DB05219,46
34155,DB00783,DB01264,46
34156,DB00927,DB09119,46
34157,DB00481,DB01072,46
34158,DB00682,DB09238,46
34159,DB01200,DB00270,46
34160,DB00530,DB00268,46
34161,DB08875,DB00169,46
34162,DB01009,DB01097,46
34163,DB00336,DB00907,46
34164,DB01559,DB00625,46
34165,DB00540,DB00177,46
34166,DB00370,DB00257,46
34167,DB01211,DB09119,46
34168,DB00906,DB00705,46
34169,DB00440,DB00622,46
34170,DB06589,DB01012,46
34171,DB00477,DB01263,46
34172,DB01393,DB00196,46
34173,DB00857,DB00440,46
34174,DB01551,DB00333,46
34175,DB01138,DB01023,46
34176,DB06742,DB01263,46
34177,DB06738,DB00997,46
34178,DB00629,DB00300,46
34179,DB00843,DB01149,46
34180,DB01412,DB12332,46
34181,DB00661,DB00951,46
34182,DB08901,DB00502,46
34183,DB00328,DB01171,46
34184,DB05109,DB01319,46
34185,DB06770,DB00412,46
34186,DB01115,DB01075,46
34187,DB00409,DB01151,46
34188,DB01159,DB00177,46
34189,DB01035,DB00908,46
34190,DB05271,DB09120,46
34191,DB00307,DB00196,46
34192,DB08896,DB00283,46
34193,DB00865,DB01026,46
34194,DB00783,DB01029,46
34195,DB08828,DB08865,46
34196,DB01142,DB00951,46
34197,DB00805,DB01012,46
34198,DB00495,DB09198,46
34199,DB00374,DB00313,46
34200,DB01407,DB00188,46
34201,DB00343,DB01097,46
34202,DB00641,DB00501,46
34203,DB00741,DB00220,46
34204,DB00768,DB00227,46
34205,DB00571,DB00446,46
34206,DB01424,DB00264,46
34207,DB00829,DB12332,46
34208,DB01054,DB01026,46
34209,DB01097,DB00263,46
34210,DB00215,DB00976,46
34211,DB01576,DB00208,46
34212,DB01227,DB00203,46
34213,DB00701,DB00205,46
34214,DB00706,DB00263,46
34215,DB01303,DB00268,46
34216,DB00396,DB01242,46
34217,DB01435,DB00203,46
34218,DB08828,DB00359,46
34219,DB01392,DB00285,46
34220,DB00617,DB01097,46
34221,DB01224,DB00446,46
34222,DB01183,DB01167,46
34223,DB00499,DB00300,46
34224,DB00433,DB01151,46
34225,DB00568,DB00199,46
34226,DB01418,DB00398,46
34227,DB01283,DB01171,46
34228,DB00593,DB00208,46
34229,DB09068,DB00468,46
34230,DB01166,DB01242,46
34231,DB00240,DB12332,46
34232,DB00960,DB00283,46
34233,DB01183,DB00661,46
34234,DB01424,DB00281,46
34235,DB00906,DB00320,46
34236,DB00988,DB01026,46
34237,DB06738,DB00289,46
34238,DB00433,DB01118,46
34239,DB00530,DB00349,46
34240,DB00953,DB00257,46
34241,DB00188,DB00205,46
34242,DB01097,DB00207,46
34243,DB01591,DB06697,46
34244,DB00276,DB00238,46
34245,DB11575,DB04868,46
34246,DB00170,DB00188,46
34247,DB00455,DB06636,46
34248,DB00696,DB00661,46
34249,DB01050,DB04868,46
34250,DB01234,DB01072,46
34251,DB00499,DB00213,46
34252,DB08798,DB06595,46
34253,DB06654,DB01167,46
34254,DB01357,DB09238,46
34255,DB09183,DB04855,46
34256,DB00530,DB00207,46
34257,DB06016,DB04871,46
34258,DB00575,DB00908,46
34259,DB08922,DB08893,46
34260,DB13179,DB01601,46
34261,DB00751,DB00608,46
34262,DB00530,DB00281,46
34263,DB01544,DB01095,46
34264,DB08922,DB01029,46
34265,DB00422,DB12332,46
34266,DB01016,DB00313,46
34267,DB01094,DB00268,46
34268,DB01105,DB00289,46
34269,DB01380,DB00224,46
34270,DB01429,DB01242,46
34271,DB11614,DB00203,46
34272,DB00943,DB06697,46
34273,DB00175,DB00338,46
34274,DB11817,DB00188,46
34275,DB00361,DB00196,46
34276,DB00285,DB01211,46
34277,DB00724,DB00320,46
34278,DB08906,DB00257,46
34279,DB00850,DB00907,46
34280,DB00836,DB01129,46
34281,DB01221,DB01101,46
34282,DB00829,DB00246,46
34283,DB01192,DB00227,46
34284,DB01206,DB00476,46
34285,DB00734,DB12332,46
34286,DB00641,DB00715,46
34287,DB00531,DB00254,46
34288,DB00936,DB00177,46
34289,DB00655,DB00199,46
34290,DB12332,DB00420,46
34291,DB01037,DB08865,46
34292,DB01227,DB00208,46
34293,DB01248,DB01149,46
34294,DB00379,DB00908,46
34295,DB00584,DB09054,46
34296,DB01054,DB00208,46
34297,DB00843,DB01097,46
34298,DB08918,DB09291,46
34299,DB00731,DB01685,46
34300,DB01058,DB00169,46
34301,DB00708,DB04868,46
34302,DB00568,DB09120,46
34303,DB00252,DB09120,46
34304,DB06176,DB00446,46
34305,DB00317,DB01118,46
34306,DB00455,DB00501,46
34307,DB01184,DB00215,46
34308,DB06203,DB00363,46
34309,DB01104,DB00359,46
34310,DB00177,DB05219,46
34311,DB00643,DB00196,46
34312,DB01384,DB00343,46
34313,DB00675,DB00446,46
34314,DB01229,DB00582,46
34315,DB02709,DB00215,46
34316,DB00313,DB00398,46
34317,DB01087,DB00661,46
34318,DB01104,DB00446,46
34319,DB01097,DB05219,46
34320,DB01240,DB00544,46
34321,DB01392,DB00908,46
34322,DB00708,DB12332,46
34323,DB06738,DB00199,46
34324,DB00327,DB06697,46
34325,DB00949,DB00619,46
34326,DB01138,DB01124,46
34327,DB01426,DB00752,46
34328,DB01357,DB06414,46
34329,DB00865,DB00398,46
34330,DB00953,DB12332,46
34331,DB08816,DB00283,46
34332,DB00395,DB00213,46
34333,DB00755,DB09238,46
34334,DB00363,DB00343,46
34335,DB00245,DB00363,46
34336,DB00608,DB09074,46
34337,DB00184,DB00199,46
34338,DB00805,DB01403,46
34339,DB00216,DB00582,46
34340,DB00514,DB01211,46
34341,DB00446,DB00224,46
34342,DB00347,DB01101,46
34343,DB00672,DB00622,46
34344,DB01349,DB09065,46
34345,DB00454,DB00169,46
34346,DB00461,DB06290,46
34347,DB00836,DB01026,46
34348,DB00216,DB00359,46
34349,DB01177,DB04868,46
34350,DB00852,DB00283,46
34351,DB01041,DB00213,46
34352,DB00295,DB09039,46
34353,DB00455,DB01026,46
34354,DB01589,DB00549,46
34355,DB08918,DB00268,46
34356,DB00324,DB00343,46
34357,DB00540,DB00283,46
34358,DB00943,DB00752,46
34359,DB00682,DB09120,46
34360,DB08901,DB00412,46
34361,DB06403,DB01149,46
34362,DB00246,DB00582,46
34363,DB06603,DB06636,46
34364,DB01544,DB00257,46
34365,DB00673,DB00273,46
34366,DB00477,DB00951,46
34367,DB01466,DB00857,46
34368,DB00589,DB00215,46
34369,DB11581,DB00582,46
34370,DB01184,DB00496,46
34371,DB00530,DB00951,46
34372,DB00799,DB01132,46
34373,DB00678,DB00199,46
34374,DB00549,DB12332,46
34375,DB00347,DB00544,46
34376,DB01435,DB00458,46
34377,DB00495,DB00257,46
34378,DB01087,DB01072,46
34379,DB09555,DB05521,46
34380,DB00571,DB01171,46
34381,DB06176,DB00472,46
34382,DB00869,DB12332,46
34383,DB11921,DB00188,46
34384,DB01588,DB12332,46
34385,DB01174,DB01101,46
34386,DB00988,DB00195,46
34387,DB01171,DB00503,46
34388,DB01274,DB01104,46
34389,DB00177,DB01685,46
34390,DB01591,DB00188,46
34391,DB01216,DB09065,46
34392,DB00339,DB00224,46
34393,DB00356,DB00608,46
34394,DB00339,DB00289,46
34395,DB00396,DB09120,46
34396,DB00203,DB01156,46
34397,DB00959,DB00320,46
34398,DB09289,DB00857,46
34399,DB00316,DB00582,46
34400,DB11915,DB00932,46
34401,DB00805,DB00908,46
34402,DB00344,DB00932,46
34403,DB00997,DB00285,46
34404,DB00612,DB01104,46
34405,DB13874,DB08873,46
34406,DB01115,DB00582,46
34407,DB05676,DB00582,46
34408,DB00332,DB00224,46
34409,DB01248,DB00203,46
34410,DB00972,DB00501,46
34411,DB08922,DB00468,46
34412,DB00584,DB01167,46
34413,DB00496,DB01149,46
34414,DB01110,DB00320,46
34415,DB01393,DB00176,46
34416,DB00636,DB08865,46
34417,DB00180,DB01232,46
34418,DB12332,DB00482,46
34419,DB00216,DB00745,46
34420,DB04920,DB00458,46
34421,DB00347,DB00203,46
34422,DB00706,DB01151,46
34423,DB00317,DB01156,46
34424,DB01098,DB00736,46
34425,DB00866,DB01104,46
34426,DB00701,DB01101,46
34427,DB00433,DB01012,46
34428,DB00333,DB00468,46
34429,DB00988,DB00196,46
34430,DB06217,DB00476,46
34431,DB01216,DB01232,46
34432,DB09080,DB00227,46
34433,DB01429,DB00496,46
34434,DB01132,DB00320,46
34435,DB00262,DB00188,46
34436,DB01435,DB00263,46
34437,DB00898,DB01072,46
34438,DB02709,DB00379,46
34439,DB00805,DB00169,46
34440,DB06737,DB01026,46
34441,DB06712,DB09054,46
34442,DB06712,DB00184,46
34443,DB00214,DB01129,46
34444,DB09389,DB00619,46
34445,DB00184,DB06413,46
34446,DB00499,DB00745,46
34447,DB00683,DB01149,46
34448,DB01558,DB00220,46
34449,DB00637,DB00196,46
34450,DB00281,DB00263,46
34451,DB04946,DB00343,46
34452,DB00980,DB00243,46
34453,DB08873,DB00283,46
34454,DB00909,DB01167,46
34455,DB00829,DB01259,46
34456,DB00531,DB09198,46
34457,DB09570,DB00420,46
34458,DB06403,DB00951,46
34459,DB06772,DB05219,46
34460,DB00482,DB00343,46
34461,DB00829,DB00205,46
34462,DB05109,DB09238,46
34463,DB08828,DB04868,46
34464,DB00321,DB01149,46
34465,DB01159,DB00502,46
34466,DB00731,DB06414,46
34467,DB01177,DB04855,46
34468,DB00337,DB01026,46
34469,DB00472,DB01232,46
34470,DB00328,DB00203,46
34471,DB01628,DB06595,46
34472,DB00136,DB01319,46
34473,DB01194,DB00254,46
34474,DB00370,DB00619,46
34475,DB05294,DB00283,46
34476,DB11614,DB00496,46
34477,DB08907,DB01118,46
34478,DB00969,DB00207,46
34479,DB08867,DB00215,46
34480,DB00863,DB08893,46
34481,DB00451,DB00976,46
34482,DB01233,DB00238,46
34483,DB00665,DB00472,46
34484,DB01136,DB06636,46
34485,DB00852,DB00420,46
34486,DB00440,DB01264,46
34487,DB00468,DB00857,46
34488,DB00608,DB00343,46
34489,DB00337,DB00343,46
34490,DB00620,DB12332,46
34491,DB00489,DB01087,46
34492,DB06292,DB06697,46
34493,DB00530,DB00715,46
34494,DB01558,DB00188,46
34495,DB00788,DB04868,46
34496,DB00482,DB00661,46
34497,DB00850,DB00224,46
34498,DB00285,DB00907,46
34499,DB01224,DB00208,46
34500,DB09118,DB09120,46
34501,DB06697,DB01263,46
34502,DB00586,DB08873,46
34503,DB00339,DB00188,46
34504,DB00814,DB00482,46
34505,DB00734,DB01263,46
34506,DB01424,DB04855,46
34507,DB00361,DB00503,46
34508,DB00377,DB01167,46
34509,DB00499,DB00270,46
34510,DB04846,DB08873,46
34511,DB01198,DB00440,46
34512,DB00195,DB01156,46
34513,DB08895,DB00254,46
34514,DB09076,DB00246,46
34515,DB11915,DB06595,46
34516,DB00240,DB00263,46
34517,DB00425,DB00379,46
34518,DB00402,DB00544,46
34519,DB00540,DB00188,46
34520,DB00514,DB00359,46
34521,DB09570,DB01101,46
34522,DB00783,DB00277,46
34523,DB11581,DB00270,46
34524,DB00921,DB01601,46
34525,DB00845,DB01072,46
34526,DB00820,DB00619,46
34527,DB00925,DB00320,46
34528,DB06712,DB00320,46
34529,DB00422,DB04871,46
34530,DB00661,DB01097,46
34531,DB00843,DB00932,46
34532,DB06016,DB00476,46
34533,DB00641,DB00622,46
34534,DB01589,DB00736,46
34535,DB00678,DB08816,46
34536,DB00987,DB00176,46
34537,DB00699,DB00349,46
34538,DB00169,DB00188,46
34539,DB00448,DB05219,46
34540,DB00741,DB00289,46
34541,DB00294,DB01118,46
34542,DB01621,DB00283,46
34543,DB00201,DB06595,46
34544,DB00866,DB01012,46
34545,DB09570,DB00625,46
34546,DB00531,DB00496,46
34547,DB11828,DB01319,46
34548,DB00836,DB01319,46
34549,DB11581,DB01211,46
34550,DB01012,DB00243,46
34551,DB01097,DB00705,46
34552,DB09291,DB01264,46
34553,DB00997,DB01072,46
34554,DB00248,DB01149,46
34555,DB01156,DB01129,46
34556,DB06209,DB06414,46
34557,DB11915,DB09039,46
34558,DB05271,DB00482,46
34559,DB00870,DB00227,46
34560,DB00857,DB00224,46
34561,DB01244,DB01321,46
34562,DB00185,DB00715,46
34563,DB00843,DB00622,46
34564,DB00987,DB04855,46
34565,DB01036,DB12332,46
34566,DB00297,DB09074,46
34567,DB00373,DB09119,46
34568,DB04871,DB00622,46
34569,DB00540,DB09054,46
34570,DB06684,DB00349,46
34571,DB00245,DB01156,46
34572,DB00490,DB01167,46
34573,DB00759,DB04868,46
34574,DB00962,DB04855,46
34575,DB00748,DB01149,46
34576,DB01173,DB00976,46
34577,DB00343,DB00208,46
34578,DB00425,DB06413,46
34579,DB01229,DB00224,46
34580,DB06016,DB00203,46
34581,DB00358,DB00283,46
34582,DB00277,DB00320,46
34583,DB01229,DB00549,46
34584,DB00907,DB09054,46
34585,DB00863,DB00476,46
34586,DB01029,DB01241,46
34587,DB01253,DB00246,46
34588,DB06739,DB00273,46
34589,DB04841,DB01321,46
34590,DB12161,DB00285,46
34591,DB08899,DB05219,46
34592,DB01131,DB09119,46
34593,DB06176,DB00752,46
34594,DB09183,DB00907,46
34595,DB00751,DB00270,46
34596,DB06016,DB00679,46
34597,DB00248,DB00705,46
34598,DB00307,DB05219,46
34599,DB01065,DB09167,46
34600,DB00843,DB01263,46
34601,DB13874,DB00907,46
34602,DB00860,DB00188,46
34603,DB00699,DB00246,46
34604,DB00216,DB00322,46
34605,DB11581,DB04855,46
34606,DB00656,DB01263,46
34607,DB01039,DB00224,46
34608,DB09183,DB09054,46
34609,DB00250,DB00243,46
34610,DB06700,DB00257,46
34611,DB00623,DB09039,46
34612,DB01035,DB06697,46
34613,DB00877,DB00705,46
34614,DB00794,DB00501,46
34615,DB00193,DB06636,46
34616,DB00363,DB01167,46
34617,DB00398,DB01259,46
34618,DB00962,DB01211,46
34619,DB01223,DB00685,46
34620,DB06209,DB00285,46
34621,DB01028,DB00263,46
34622,DB04841,DB01097,46
34623,DB00278,DB00246,46
34624,DB00883,DB09054,46
34625,DB00440,DB00169,46
34626,DB00586,DB01319,46
34627,DB01012,DB01167,46
34628,DB00472,DB00549,46
34629,DB01588,DB00976,46
34630,DB01094,DB09120,46
34631,DB00674,DB00208,46
34632,DB00864,DB00188,46
34633,DB13874,DB00678,46
34634,DB00991,DB00678,46
34635,DB01224,DB00420,46
34636,DB00647,DB00227,46
34637,DB09123,DB00199,46
34638,DB01200,DB00343,46
34639,DB00593,DB00343,46
34640,DB00914,DB00268,46
34641,DB00499,DB00625,46
34642,DB00620,DB00220,46
34643,DB00296,DB09167,46
34644,DB00911,DB00224,46
34645,DB00175,DB06636,46
34646,DB06016,DB00472,46
34647,DB11613,DB00091,46
34648,DB01028,DB06636,46
34649,DB01098,DB06413,46
34650,DB01171,DB00502,46
34651,DB01065,DB00263,46
34652,DB00412,DB00482,46
34653,DB06603,DB09074,46
34654,DB06216,DB09198,46
34655,DB00898,DB00257,46
34656,DB09101,DB08873,46
34657,DB00546,DB01072,46
34658,DB00570,DB00476,46
34659,DB00696,DB09120,46
34660,DB01466,DB00997,46
34661,DB01006,DB00283,46
34662,DB00812,DB00582,46
34663,DB00347,DB00619,46
34664,DB00857,DB00359,46
34665,DB01114,DB00502,46
34666,DB00864,DB01072,46
34667,DB00641,DB00608,46
34668,DB00943,DB00619,46
34669,DB09076,DB00349,46
34670,DB01154,DB08816,46
34671,DB00571,DB00482,46
34672,DB01115,DB00199,46
34673,DB01012,DB00091,46
34674,DB00762,DB00285,46
34675,DB06267,DB00199,46
34676,DB00924,DB08873,46
34677,DB03756,DB00263,46
34678,DB01259,DB00675,46
34679,DB00514,DB06708,46
34680,DB00690,DB01601,46
34681,DB00818,DB06414,46
34682,DB00802,DB08873,46
34683,DB00918,DB01626,46
34684,DB00575,DB00496,46
34685,DB01256,DB00263,46
34686,DB00481,DB00661,46
34687,DB00822,DB09065,46
34688,DB09068,DB01211,46
34689,DB01159,DB06697,46
34690,DB01129,DB00227,46
34691,DB00755,DB04868,46
34692,DB08875,DB00263,46
34693,DB00409,DB01118,46
34694,DB01223,DB00203,46
34695,DB01357,DB01685,46
34696,DB00540,DB00196,46
34697,DB01396,DB00285,46
34698,DB08439,DB05219,46
34699,DB01429,DB06595,46
34700,DB00398,DB00661,46
34701,DB00734,DB00715,46
34702,DB00531,DB00608,46
34703,DB00678,DB01091,46
34704,DB06772,DB00254,46
34705,DB00568,DB00420,46
34706,DB04946,DB09291,46
34707,DB01151,DB06595,46
34708,DB01120,DB06413,46
34709,DB01435,DB01101,46
34710,DB00455,DB00215,46
34711,DB06148,DB06708,46
34712,DB00553,DB00203,46
34713,DB00622,DB00224,46
34714,DB01159,DB00679,46
34715,DB00321,DB00201,46
34716,DB00277,DB01167,46
34717,DB00829,DB00203,46
34718,DB00724,DB00283,46
34719,DB09297,DB01319,46
34720,DB00997,DB08865,46
34721,DB00334,DB00208,46
34722,DB01256,DB00270,46
34723,DB00540,DB00622,46
34724,DB00346,DB06636,46
34725,DB06770,DB01242,46
34726,DB00699,DB00257,46
34727,DB01039,DB00243,46
34728,DB00943,DB00091,46
34729,DB00363,DB00196,46
34730,DB00943,DB00477,46
34731,DB00334,DB00349,46
34732,DB02709,DB00281,46
34733,DB00370,DB09054,46
34734,DB00461,DB00379,46
34735,DB01142,DB00343,46
34736,DB08918,DB06636,46
34737,DB00404,DB00177,46
34738,DB00363,DB05219,46
34739,DB01544,DB00169,46
34740,DB00977,DB12332,46
34741,DB00175,DB01072,46
34742,DB00910,DB00254,46
34743,DB00363,DB00257,46
34744,DB01183,DB01072,46
34745,DB00499,DB00752,46
34746,DB00820,DB00176,46
34747,DB00904,DB06708,46
34748,DB08903,DB00619,46
34749,DB00294,DB01211,46
34750,DB01219,DB01072,46
34751,DB00201,DB00264,46
34752,DB00169,DB00619,46
34753,DB00586,DB00176,46
34754,DB01114,DB04868,46
34755,DB00297,DB00458,46
34756,DB12161,DB01319,46
34757,DB00589,DB00476,46
34758,DB00898,DB01167,46
34759,DB11817,DB04868,46
34760,DB00730,DB00208,46
34761,DB00866,DB00176,46
34762,DB00318,DB00976,46
34763,DB00234,DB04868,46
34764,DB01384,DB12332,46
34765,DB00812,DB00203,46
34766,DB00812,DB00549,46
34767,DB01576,DB08893,46
34768,DB00706,DB00420,46
34769,DB05271,DB08865,46
34770,DB01151,DB09167,46
34771,DB00672,DB06414,46
34772,DB00836,DB01118,46
34773,DB06738,DB00220,46
34774,DB00356,DB01263,46
34775,DB01156,DB00300,46
34776,DB01050,DB00446,46
34777,DB01171,DB01097,46
34778,DB05271,DB00705,46
34779,DB06016,DB06697,46
34780,DB08868,DB01149,46
34781,DB12332,DB00705,46
34782,DB00835,DB00976,46
34783,DB00608,DB00932,46
34784,DB00914,DB09118,46
34785,DB11915,DB00199,46
34786,DB00539,DB12332,46
34787,DB06700,DB01211,46
34788,DB00477,DB00300,46
34789,DB00455,DB06595,46
34790,DB06292,DB00201,46
34791,DB00318,DB05521,46
34792,DB00250,DB00675,46
34793,DB00317,DB00263,46
34794,DB00571,DB09120,46
34795,DB01241,DB00582,46
34796,DB01186,DB00805,46
34797,DB01303,DB09198,46
34798,DB00213,DB00752,46
34799,DB01074,DB09238,46
34800,DB00316,DB00338,46
34801,DB11915,DB01263,46
34802,DB00726,DB09198,46
34803,DB01115,DB00907,46
34804,DB00907,DB00246,46
34805,DB00852,DB00472,46
34806,DB06210,DB00625,46
34807,DB00327,DB00246,46
34808,DB01098,DB00270,46
34809,DB09053,DB00857,46
34810,DB00818,DB00976,46
34811,DB09101,DB01118,46
34812,DB04920,DB09039,46
34813,DB01418,DB00268,46
34814,DB01159,DB09074,46
34815,DB00997,DB01319,46
34816,DB06403,DB00285,46
34817,DB00208,DB00220,46
34818,DB06626,DB00379,46
34819,DB01215,DB00619,46
34820,DB00865,DB00243,46
34821,DB01591,DB09031,46
34822,DB00738,DB00169,46
34823,DB01544,DB00549,46
34824,DB00402,DB01241,46
34825,DB11575,DB00619,46
34826,DB06292,DB01167,46
34827,DB00845,DB00320,46
34828,DB01628,DB09167,46
34829,DB09396,DB01118,46
34830,DB00918,DB01129,46
34831,DB08877,DB04868,46
34832,DB00712,DB00549,46
34833,DB01114,DB00907,46
34834,DB00496,DB00420,46
34835,DB00736,DB00338,46
34836,DB00335,DB00613,46
34837,DB00945,DB01095,46
34838,DB01591,DB08943,46
34839,DB00426,DB01601,46
34840,DB08893,DB01211,46
34841,DB00468,DB00661,46
34842,DB00396,DB00502,46
34843,DB11575,DB00976,46
34844,DB06636,DB00203,46
34845,DB00870,DB00359,46
34846,DB00731,DB00420,46
34847,DB00715,DB00224,46
34848,DB00336,DB00472,46
34849,DB00381,DB01319,46
34850,DB00864,DB00283,46
34851,DB00933,DB01156,46
34852,DB13874,DB08865,46
34853,DB06736,DB01097,46
34854,DB08922,DB00482,46
34855,DB05541,DB00220,46
34856,DB00701,DB00283,46
34857,DB08922,DB00503,46
34858,DB01028,DB00227,46
34859,DB00495,DB01171,46
34860,DB01085,DB04868,46
34861,DB01196,DB00283,46
34862,DB01259,DB00188,46
34863,DB00458,DB00582,46
34864,DB00622,DB00169,46
34865,DB00962,DB01263,46
34866,DB01200,DB01232,46
34867,DB01138,DB01026,46
34868,DB00337,DB00220,46
34869,DB08910,DB00188,46
34870,DB00530,DB06697,46
34871,DB00933,DB00289,46
34872,DB00503,DB00283,46
34873,DB06287,DB00283,46
34874,DB00784,DB01241,46
34875,DB00592,DB00715,46
34876,DB00570,DB01072,46
34877,DB00296,DB00207,46
34878,DB01054,DB00263,46
34879,DB00988,DB04868,46
34880,DB09570,DB00300,46
34881,DB01240,DB01015,46
34882,DB00690,DB00254,46
34883,DB11575,DB00203,46
34884,DB01424,DB06413,46
34885,DB01039,DB00176,46
34886,DB01184,DB00502,46
34887,DB06738,DB01124,46
34888,DB00674,DB00203,46
34889,DB01424,DB00203,46
34890,DB06738,DB00582,46
34891,DB00188,DB01012,46
34892,DB01067,DB00091,46
34893,DB00835,DB01029,46
34894,DB01175,DB00705,46
34895,DB09068,DB09054,46
34896,DB00661,DB05219,46
34897,DB00909,DB09074,46
34898,DB00455,DB01023,46
34899,DB06770,DB00320,46
34900,DB01242,DB00379,46
34901,DB02709,DB00176,46
34902,DB00377,DB09120,46
34903,DB01624,DB00472,46
34904,DB01431,DB04855,46
34905,DB00628,DB04855,46
34906,DB01357,DB00322,46
34907,DB00472,DB00208,46
34908,DB00943,DB01211,46
34909,DB01118,DB06413,46
34910,DB00188,DB00622,46
34911,DB06769,DB00281,46
34912,DB01181,DB00625,46
34913,DB09570,DB04855,46
34914,DB08910,DB00199,46
34915,DB00458,DB00661,46
34916,DB01426,DB00501,46
34917,DB00422,DB00932,46
34918,DB06292,DB00472,46
34919,DB00909,DB01263,46
34920,DB01058,DB01211,46
34921,DB06654,DB05521,46
34922,DB01104,DB06595,46
34923,DB01128,DB01149,46
34924,DB01065,DB00745,46
34925,DB08922,DB00501,46
34926,DB06292,DB00619,46
34927,DB01559,DB01601,46
34928,DB00751,DB00289,46
34929,DB00675,DB00736,46
34930,DB01216,DB01072,46
34931,DB00446,DB09119,46
34932,DB00850,DB00458,46
34933,DB06209,DB00758,46
34934,DB00297,DB08865,46
34935,DB00916,DB00188,46
34936,DB01028,DB00678,46
34937,DB00598,DB00224,46
34938,DB00185,DB00343,46
34939,DB00938,DB01149,46
34940,DB05812,DB00254,46
34941,DB06770,DB00440,46
34942,DB11575,DB00188,46
34943,DB01223,DB00243,46
34944,DB11575,DB00257,46
34945,DB00990,DB00582,46
34946,DB01023,DB06636,46
34947,DB01349,DB00705,46
34948,DB01041,DB00220,46
34949,DB01577,DB00169,46
34950,DB06738,DB01264,46
34951,DB01466,DB00758,46
34952,DB00726,DB06413,46
34953,DB00381,DB00188,46
34954,DB00546,DB08873,46
34955,DB00214,DB00544,46
34956,DB00932,DB00907,46
34957,DB01060,DB00625,46
34958,DB01235,DB09039,46
34959,DB01435,DB00503,46
34960,DB01074,DB00997,46
34961,DB04574,DB00289,46
34962,DB05381,DB01118,46
34963,DB06742,DB09065,46
34964,DB06287,DB00203,46
34965,DB00706,DB00243,46
34966,DB00468,DB00619,46
34967,DB00889,DB12332,46
34968,DB00246,DB08873,46
34969,DB00738,DB00736,46
34970,DB00188,DB00544,46
34971,DB00889,DB01149,46
34972,DB00783,DB00176,46
34973,DB00946,DB01029,46
34974,DB00091,DB01263,46
34975,DB00526,DB00300,46
34976,DB05351,DB01171,46
34977,DB00185,DB09238,46
34978,DB00745,DB01167,46
34979,DB01349,DB00254,46
34980,DB00910,DB00320,46
34981,DB01418,DB04868,46
34982,DB01142,DB09119,46
34983,DB00363,DB00745,46
34984,DB00495,DB00544,46
34985,DB00458,DB09119,46
34986,DB01424,DB00857,46
34987,DB00959,DB00285,46
34988,DB12332,DB00254,46
34989,DB00175,DB00359,46
34990,DB08875,DB00203,46
34991,DB01588,DB08865,46
34992,DB09080,DB00224,46
34993,DB04898,DB01029,46
34994,DB00278,DB08865,46
34995,DB01261,DB08865,46
34996,DB09555,DB01118,46
34997,DB01219,DB08873,46
34998,DB00864,DB00542,46
34999,DB00672,DB05219,46
35000,DB01227,DB08865,46
35001,DB01029,DB00705,46
35002,DB06155,DB01149,46
35003,DB06697,DB00549,46
35004,DB01181,DB01023,46
35005,DB01115,DB00482,46
35006,DB00475,DB00476,46
35007,DB00477,DB00277,46
35008,DB01588,DB08873,46
35009,DB00864,DB00251,46
35010,DB01194,DB00257,46
35011,DB06148,DB00091,46
35012,DB00549,DB00582,46
35013,DB06789,DB08865,46
35014,DB01058,DB00268,46
35015,DB00526,DB09120,46
35016,DB01708,DB08865,46
35017,DB01224,DB09120,46
35018,DB00332,DB01403,46
35019,DB00738,DB06595,46
35020,DB01466,DB08893,46
35021,DB01424,DB00196,46
35022,DB00317,DB04855,46
35023,DB01224,DB12332,46
35024,DB01035,DB00468,46
35025,DB09232,DB01211,46
35026,DB00678,DB01149,46
35027,DB00592,DB04855,46
35028,DB00757,DB00482,46
35029,DB01181,DB01259,46
35030,DB00672,DB00215,46
35031,DB08868,DB00227,46
35032,DB04572,DB06636,46
35033,DB00490,DB09074,46
35034,DB00924,DB09167,46
35035,DB06684,DB00502,46
35036,DB00592,DB00908,46
35037,DB00313,DB00176,46
35038,DB00860,DB00263,46
35039,DB00343,DB11586,46
35040,DB08895,DB00203,46
35041,DB00988,DB01015,46
35042,DB04871,DB04572,46
35043,DB05541,DB09238,46
35044,DB05541,DB01072,46
35045,DB00590,DB00496,46
35046,DB00333,DB00213,46
35047,DB04835,DB08865,46
35048,DB00316,DB00283,46
35049,DB11737,DB00661,46
35050,DB00932,DB06413,46
35051,DB01621,DB00752,46
35052,DB01218,DB01156,46
35053,DB01424,DB00263,46
35054,DB00590,DB00213,46
35055,DB00571,DB01211,46
35056,DB00549,DB01129,46
35057,DB01023,DB01321,46
35058,DB00175,DB00549,46
35059,DB13874,DB01211,46
35060,DB00518,DB06595,46
35061,DB05541,DB00472,46
35062,DB00814,DB00661,46
35063,DB06016,DB09039,46
35064,DB06697,DB05521,46
35065,DB12070,DB01156,46
35066,DB01320,DB09167,46
35067,DB01544,DB00289,46
35068,DB01006,DB00661,46
35069,DB03756,DB00176,46
35070,DB01120,DB01101,46
35071,DB01624,DB01012,46
35072,DB11915,DB00482,46
35073,DB00706,DB00502,46
35074,DB00864,DB04898,46
35075,DB00836,DB01167,46
